en,uz
Reef,"cho'girtosh, rift (mit) - qadimgr miflada aytilishic cho'gr"
Referee,hakam
Reference,"ishora, kesatiq 2)havola 3)tavsiyanoma 4) tartib"
Reline,tozalamoq 2)takomillashtirmoq
Refined,takomillashtirilgan
Reflect,"javoh qaltarish, aksini ko'rsatish 2) chuqur mulohaza"
Reflection,oynada aksini ko'rish 2) nimaningdir natijasini
Relieshment,{kam miqdorda} ovqat va ichimlik (tlesh
Refrigerator,muzratgich
Refugee,qochqin (rejachi) Mohir rejachi qochqinlar qayerga
Refusal,"qabul qilinmaydigan, bajarmaydigan"
Refute,"xato deb bilish {{ikr, qaror, ...}"
Rcgarding,haqida
Regardless,..;ga qaramasdan
Regime,boshqaruv uslubio qoidalar
Region,vilovat 2)taxminan
Register,amlik ro'yxati 2) ko'rsatib namoyish qilib berish
Regulate,boshqarish
Regulation,boshqaruv
Rehearse,"repititsa, namoyishga chiqishdan oldingi tayorgarlik"
Reign,mamlakatda qirollik boshqaruvi
Rein,"jilovlash (hissiyotni), 2)ot jugani"
Reinforce,nimanidir baquvatroq qilib berish
Reiterate,nimanidur bir ikki marta qalta aytish
Rejection,o'zgartirish va yaxshilash tayench nuqtasini
Rejoice,"sevinmoq, hursand bo'lmoq"
Relay,"qaytarish (qilingan ishni), javob qaytarish"
Relevant,"ishga aloqador, muhim o'rin tutadigan"
Reliability,ishonch
Reiiabie,"ishonchli, mustahkam"
Reliance,"ishonch, suyanish"
Relief,"yengillashtirish 2)yordam, ko'mak"
Religious,"diniy, hudojo'y"
Relinquish,"bas qilmoq,to,xtatmoq 2)topshirmoq, bermoq"
Relish,"mazza qilish, zavqlanish"
Reluctance,xohlamaslik (qora lakdan) - qizaloq hotrlar
Reluciani,majburiyai yuzasidan bajarish
Rely,"suyanmoq, tayanmoq"
Remainder,qoldiq
Remains,qolgan /ortgan narsa
R-ema-rk-,"k-o'rib qolmoq, sezmoq 2) o'z fik-nui bildirmoq"
Remarkable,"ajoyrb 2)mashhur, atoqli"
Remedy,"tuzatmoq, davolamoq"
Remind,"esiga tushirmoq, eslatmoq"
Reminiscence,"esdaiili, xoJira"
Remit,"kechirmoq, afv etmoq"
Remittance,"jo'natish, yuborish"
Remnant,"ortib qolga-n, eskilik sarqiti/qolttig'i"
Remove,"'.siljitmoq, o'rnini o'4artirmoq 2)yo'q qilmoq, olib"
Renaissance,"uyg'onish davri, tiklanish, avj olish"
Renew,"yan-cilamog, gayta tiklamoq"
Renewable,qayta tiklanadigan resurslar
Renewal,yangilash 2)muddatini uzaytirish
Rent,ijara puli 2)ijaraga bermoq
Rental,ijara haqi
Repeai,"bekor qiimoq, kuchini yo'qotmoq iqonuntiai"
Repel,"itarib lubormoq, siljitmoq 2)rad qilmoq, qaytarmoq"
Repent,"achinmoq, pushaymon bo,lmoq"
Rcpctition,"takrorlash, qaytarish"
Replacement,"o'rniga almashtirmoq, vaqtincha o'rniga"
Replenish,qaytadan namoish qilmoq (tebranish) Yaponyada
Represent,"tanishtirmoq, 2)vakil bo'lib qatnashmoq"
Representation,kimnidir tanishtirmoq
Representative,"bir xil, o,xshash 2)vakil qilib jo'natilgan/"
Reproach,ta'na qilish. yuziga solish
Reproduce,nimadandir nusxa olmoq.2) namoish qilmoq
Reproduction,"qayta ishlab chiqarich, nusxa olib"
r Reptile,sudralib yoki o'rmalab yuruvchi hayvon
Reputable,"hurmatli, iz;atli"
Repute,kimnidir yaxshi/yomon nomi
Request,"iltimos, talab"
Requisite,"kerakli, zarur"
Rescind,"bekor qilmoq, yo'qqa chiqarmoq"
Rescue,"qutqarish, ozod qilish"
Research,"tadqiqot, ilmiy idanish"
Resemblance,"o'xshashlik, bir xillik (qizib blender) - haro"
Resemble,o'xshash bo'lmoq
Resent,qattiq g'azablanmoq
Resentment,"nafrat, qahr, g'azab"
Reserve,"zaxira, g'emlamoq"
Reservoir,"suv ombori, hovuz"
Reside,"istiqomat qilmoq, yashamoq"
Residence,"turar joy, qarorgoh 2)istiqomat qiladigan"
Resideni,rioimiy yashovchi iiuruvchii kishi
Residual,hamon davom etirib kelayotgan {gina. azob...}
Resignation,istefoga chiqish
Resistance,qarshi chiqish
Resistant,"chidamli, mustahkam"
Resoiuic,"barqaror, qat'iy"
Resolution,qaror chiqarmoq 2)yechimini topmoq 3)aniq
Resolve,"niyat, maqsad 2) qaror qabul qilmoq"
Resort,"himoya, yordam, madad"
Respect,"hurmat, etibor"
Respond,javob qaytarmoq
Responsible,"javobgar, mas'ul"
Restore,"qayta qurmoq, tiklamoq"
Restraint,"o'zini tuta hilish, o'zini vo'ootmaslik (fors treyner)"
Restrict,cheklamoq
Restriction,"cheklash, chek qo'yish"
Besume,"yangida-n boshlamoq, yana davom ettirmoq"
Retail,"chakana savdo, donalab sotish"
Retailer,"attor, chakana savdogar2)g'iybatchi, gap tashuvchi"
Retain,"saqlab qolmoq, asramoq, yodda saqlamoq, eslamoq"
Reiii'e,"isrliashiii to'xfafisr'i, istefoga ciiiqish 2) uzoqiashmrrq"
Retirement,iste'foga chiqmoq
Retort,tez javob qaytarish
Retreat,"chekinmoq, orqaga qaytmoq"
Reveal,"oshkor qilmoq, fosh etmoq"
Revenge,"qasos, o'ch"
Reverence,"chuqur hurmat, ehtirom"
R-everse,"teskari!ilr-, egnlik 2)m'vofaqqiya-tsidik (ritsnr)"
Review,"ko'zdan kechirish, qayta ko'rib chiqish"
Revise,"tekshirmoq 2)to,g'rilamoq"
Revision,"takrorlash, qaytadan ko,rib chiqish"
Revivai,"jonlanish, qayta tiklanish"
Revoke,{qonun/buyruqlarni} bekor qilmoq
Revolution,inqilob 2)to'ntarish
Revolutionary,inqilobiy
Revolve,"aylantirmoq, buramoq"
Reward,"mukolbtlamoq, taqdirlamoq"
Rib,"qovurg'a 2)qirra, o'tkir uch"
Ribbon,"Ienta, tasma"
Riddte,"topishmoq, cho'pchak 2)jumboq qilib gapirmoq"
Ridicule,masxara qilish
Ridiculous,"ginq, kulgili"
Rifle,"jimirlash, mavjlanish"
Righteous,"adolafli 2)xayrli, ezgu"
Rigid,"qattiq, shiddatli, jiddiy"
Rigidity,mustahkamlik (rejadagi) - akfa romlari doim rejadagi
Rigor,flrtboining sobiq
Rigorous,"qahri qattiq,2)sovuq, og'ir"
Rim,"(ko'mynak/g'ildirak) gardishi 2)band, dasta"
Rinse,q!'iz chayqamoq {dori bilan}
Riot,isyon/qo'zg'alon ko'tarmoq
Rip,"yirtib olmo{, yulmoq 2)ma'lumotdan nusxa olmoq, kopia"
Ripe,pishib _vetilgan meva./ sabzavotlar 2)o'tkir/yoqimsiz {hid}
Ripen,"yetilgan, pishgan 2)nimadir bajarishga tayyor"
llise,"ko'tarilmoq, baland bo'lmoq 2)qarshi turmoq"
Ris,"xatarli, xavfli"
Rivalry,"raqobat, kurash, bahs"
Roar,"bo'kirmoq, uvillamoq"
Roast,"jarkop, qovurma"
Robe,keng kiyim
Robust,"mustahkam, mahkam"
Rod,"xipchin, novda, savag,ich"
Roll,dumalab harakatlanmoq 2)aylanib turmoq 3)tugun
Rooster,"xo'roz 2)urushqoq, janjalkash"
Rot,"ehirish, aynish, br,ra,rlish"
Rotary,gardish atrofida aylanish
Rotate,aylantirmoqo buramoq
Rotation,aylanish 2)vaqti-vaqti bilan takrorlanib turish
Rough,"noteks,2) qo'rs, 3)qattiq, og'ir,4) dovulli"
Roughiy,"qo'poi tarzia, 2) tieyarii"
Round,"dumaloq,2\ to'gartk,3) teskari yo'nalish, 4) butun"
Rouse,"qo'zg'atmoq, uyg'otmoq"
Route,"yo'nalish, yo'l"
Routine,aniq belgilangan tartib
Royairy,"qiroi hoiiimiyati,2) muallifning qalam haqi"
Rub,"o'chirmoq {yozilgan so,zri} 2) artmoq"
Ruin,"xaroba, vayron qilmoq, barbod bo'lish 2) inqirozga"
Ruinous,xonavayron qiladigan
Rule,"hukmronlil6 2) idora qilmoq,3) qoida"
Rural,qishloqqa oid
Rust,"z;a'n1""r 2) zanglamoq"
Ruthless,"berahm, shafqatsiz"
Sack,"talon-taroj qilish, talamoq,2)qop, qopga solmoq"
Sacred,"muqaddas, aziz"
Sacrilice,"qurbonlik"" qurbonlik qilmoq"
Saddle,"egsr, egarlamoq (sadulla) - Sadulla otini egarlab, sahroga"
Sag,"egish, egmoq, bukmoq (reriiag) - Recitag ko'piab skidkalar"
Sake,"maqsadda, niyatida"
Salmon,"qizil-sariq,2)salmonbaliq,3)losos"
Sample,"namuna, anllozaz (sampi) - SAMPIda shifokorlar"
Sandy,qumli
Sanitary,"sanitariya, Sanitar-gigeynik qoidalar"
Sarcasm,"piching, kinoya"
Sarcastic,"isiehzoii, qattiq botadigan"
Satellite,"suniy yo'ldosh, 2) malay 3) yordamchi"
Satire,"hajviy asar, 2) istehzo, kinoya"
Satislactory,qoniqarli
sauce,"qayla, ziravor"
saucer,"likopcha (suv oz) - likopchada suv oz edi, hech kim"
Save,"saqlamoq, xatos qilmoq"
Savings,jamg'arma
Scale,"taroa,2) tarozi paalasi, 3) qat-qat po'sfloq 4) o'lcham"
Scan,"diqqat bilan o'rsanih chiqmoo, o'rganib chiqish"
scandal,g'iybatr (Iskandar) - atroftla Iskandarning shoxi bor
Scarcely,"zo'rg'a, qiyinchilik bilan"
Scare,"vahima, sarosima"
Scarf,"sharf, 2) galstug"
Scatter,"yoyilib ketmoq, 2) buzmoq, barbod qilmoq"
Scene,m^nza.rU sahna
Scenery,"hududning tabiiy ko'rinishi, manzara"
Scenic,sahnaga oid
Scent,"hid, is, hidlamoq, 2) atir, atir sepmoq, i4 izidan bormoq"
Schedule,"jadval, jadval tuzmoq"
Scheme,"reja, dastur"
Scholar,"olim, o'qimishli"
Scissors,qaychi
Scoff,"m^za.x, masxara"
Scope,"saviya, 2) muhit, 3) imkoniyat"
Score,"maxsus belgi 2) hisob, achko"
Scorn,"nafratlanish, nafratranmoq"
scotch,"kesik, tilingan joy"
scout,razvedkachi
Sciambie,"o'r'malab chiqmoq, o,rmalab chiqish"
Scrap,"parcha, bo'lak"
Scrape,tirnalgan joy
Scratch,"tirnamoq, qashimoq"
Screen,"ekran, ekranlashtirmoq, 2) e'lonlar taxtasi"
Screwdriver,atvyortka
Script,dasfxat
Scrub,"cho'tka bilan tozalamoq, tozalash"
Scrutiny,"sinchkov nigoh, diqqat bilan qarash"
Sculptor,haykaltarosh
Sculpture,"haykaltaroshlik, haykal yasamoq"
Seal,tulen. tulen ovlamoq
Seam,"chok, tikilgan joy"
Seaport,"dengiz porti, port shahar"
Seasonal,"sez)nli, mavsumiy"
Secondary,"ikkinchi darajali, 2) o'rta,3) mezoziy"
Secret,sir
Section,"qisim,2) bo'lim, paragraf"
Sector,"sector, maydon"
secure,"himoya qilmoq,2)xotirjam,3) ishochi komit 4)xavl'siz"
seck,"iziamoq, 2) iniiimoq"
Seemingly,"chamasi, aftidan, 2) ko'rinishidan"
Scgmcnt,"bo'lali pai""cha"
Select,"tanlamoq, ajratmoq"
selection,saralash
Senator,senator
Sensation,"sezgi, his qilish, hayratga soladigan voqea"
Sensational,hayratga soladigan
Sense,"his, tuyg'u, 2) fahm, aql"
Sensible,"aqili, mulohazaii"
Sensitive,sezgir
Sentence,"hukm, hukm chiqarmoq"
Seniimeni,"hissiyoi, sezish; (saniimeir) santimeircia sezish hisi"
Sentimental,nozik hissiyotga beriluvchan
Separate,"mustaqil, alohida, 2), ajratmoq, 3) tozalamoq"
Sequence,"izchillik, tartib, 2) natija, oqibat"
Serene,"musaffo osmon, 2) tinch, osoyishta, 3) toza, musaffo"
Serenity,musaffolil6 2)osoyishtalik (sekuriti) davlatdagi jami
Series,qator
Serious,"jiddiy, xavfli"
Seriously,"chindan, astoydil"
Session,"yig'iiish, 2)kengashi, !i) o'quv smesiri"
Setting,"muhit, sharoit,2) anjom"
Settre,"yo'rga qo'ymoq, har qilmoq"
Severe,qattiq' keskin
Shabby,"kiyilgan, eski"
shade,"soya, qorongu qirmoq (shaydo) Musiqa shaydosi xonasini"
Shallow,"sayo4 sayozjoy, sayozlashmoq"
Sham,"aylorliti, soxtalik (sham) shamlar ayyorlilni btlmayd.i"
sharpen,charxlamoq
Shatter,"sinmoq, sindirmoq, parchalamoq"
Shed,"to'kmoq, to'kilmoq"
Sheet,"choyshab, 2) varaq"
Shell,"chig'anoq, 2) po'choq; po,chog'ini archimoq"
Shelter,"boshpana, boshpana bermoq"
Shepherd,"cho'pon, qo'y boqmoq"
Sheriff,sherii
Shield,"g'ov, to'siq"
Shift,"o'zgarish, o'zgarmoq, o'zgartirmoq"
Shine,"nur sochish, nui sochmoq"
Shiny,"qo'yoshli, yorqin"
Shipwreck,"kema halokati, kema halokatga uchramoq"
Shiver,"titrash, qaltiramoq, titramoq"
Shock,"zarba, 2)tebranish, 3) hayrat<ia qoidirmoq"
Shortcut,qisqa yo'l
shot,"zambarak o'qi,2) jaranglaydigan"
Shove,"turtish, tlfmog, itarmoq, 2) o'zaik negiz"
Shovel,"kurak, xokandoz, 2) prug tishi"
Shower,"jala, jala qo'ymoq,2) dush, dush qabut qitmoq"
shrewd,"aqlli, zehnli"
shriil,"shiddatli, kuchti"
Shrine,"maqbara, etbr"
Shrink,"burushtirmoq,2) qovjiramoq 3) qisqarmoq"
Shroud,"kafan, 2)parda, qatlam"
Shrub,"buta,2) sharbat va aroqdan qilingan ichimlik (ingrab)"
Shrug,"yeika qisish, yeika qismoq"
Shuffle,"sharaqlash, shitirlash"
Shun,"qochib qolmoq, chap bermoq"
Shuttcr,"dcraza,fotokamcra cshigi"
Sbuttle,bir xil yo'nalishda/joyda harakatlanuvchi transport
Shy,"uyatchang, tortinchoq 2) jur'at qilolmaslik (choy) xitoy"
Sick,"kasal, betob 2)charchagan"
Sickncss,"kasaiiik, xasialik (sekin yoz) kasaiiik vaq(ida sckin"
Sideways,"qiya bilan, yon taraflama"
Siege,harbiy kuch bilan qurshab olish (qo'lga olish uchun)
Sift,elakden o'tkaznoq 2)sinov qilib kerakli va yaxshilarini olib
Sigh,"hansiramoq, nalhs olmoq"
Sightseeing,diqqatga sazovor joylar
Sign,"belgi 2)imo, ishora 3)ramz"
Signai,"xabar, beigi"
Signature,"imzo chekish, qo'l qo'yish"
Signilicance,"ahamiyat 2)ma'no, maznun"
Sisnificant,muhim. ahamivatli
Silly,"tentali, ahmoq"
similar,"o'xshash, bir xil"
simpliciry,oddiytitq soddatik (sim ptastik) soddatik aslida
Simultaneous,"bir paytda sodir bo,lmoq, baravar yrz"
sincere,"samimiy, ochiq ko'ngil"
single,yolg'ia yakka
Singular,"birlik son, yakka 2)boshqacha, o,?{.achaz (sen yo'l)"
sink,cho'kmoq
site,turgan/ joylashgan joy 2)vebsayt (internetda)
Sketch,"eskiz, xomaki chizma (reja)"
Skip,o'tkazib yubormoq 2) sakramoq
Skirmish,otishma 2)to'qnashuv
Skull,bosh suyagi
skyrocket,"muval'aqiyatga juda tez, shiddat bilan erishish"
Slack,"sust, lanj, juda horigan"
Siam,(eshikning) qarsiiiab yopiiishi (giiam) giiamfurusiriar
Slander,"bo'hton, tuhmat"
Slap,"shapaloq, tarsaki 2)to,g,rt, ropparosa"
Slaughtcr,"qiig'in, xunrczlik 2)mollarni so,iish"
Slay,"o'ldirmoq, so'ymoq"
Sfender,"nozik, ozg'in 2)arzimagan, oz4inaz (slindir)"
Slice,"burda, kesim, tilim (Lays) Lays chipslari juda yupqa tilim"
Slight,"ozeina, sal-pat"
Sf ightly,"biroz, xiyol"
stim,"kerishgan qomafli 2)yupqa, ingichka"
slipper,"uy shippagi, tapochka"
Slit,"kovak, tirqish, voriq"
Slogan,"+hioro chaqiriq, da'vat"
Slope,"qiyalik, yonbag'ir"
slum,"kulba, vayrona"
Slumber,"uyQu, uxlash, mudrash"
SIump,"(narx-navo, ishlab chiqarish,...larning) keskin pasayishi"
Smart,"aqli, dono 2)tez va oson bajarish 3)yaxshi/chiroyli"
Smash,"qarsillab urilmoq, 2)sinmoq"
Smooth,"tekis, silliq"
Smuggle,konrabanda bilan shug'illanmoq
Snap,"tishlamoq, chaqmoq"
Snatch,"ushlamoq, tutmoq, ilmoq"
Sneak,yomon habarni ohista yetkrznoq / aytmoq
Snob,olifta / hudbin kishi
Soak,"ho'llash, namlash, ivitmoq"
sober,"hushyor 2)narsi tiyiq 3)aqili, murohazari"
sociable,"kirishimli (odam), dilkash"
Soil,"yer, zamin, tuproq 2)nimanidir kir qilmoq"
Soidier,askar
Sole,"oyoq tagi,2) tagcharm, 3) qalqon baliq, 4) birdan bir"
Solely,"faqat, yagona"
Solemn,"jiddiy, rasmiy"
Solicitor,advokat
Solitude,yolg'izlik salat 1ut) yolg'izlikning salbiy tomoni bir
Solution,"ijozat, ro'xsat, 2) eritma"
Solvent,"eritgich, erituvchi (soldat) Soldat eritgichni dushman"
Somehow,qanday bo'imasin
Somewhat,biro4 o4ina (tomat) Ozgrna pomidorlardan tomat
Sophistication,nazokat
Sore,"xasta, 2)xafa bo'lgan"
Sort,"nav, tur, 2) toilhlarga ajratmoq"
Sound,"tovush, 2) taassurot, 3) tuyulmoq"
Sour,"achchiq, nordon, achimoq"
Souvenir,esdalik
Sow,"yetilgan cho'chqa, 2) sepmoq, elcnoq"
spacecraft,kosmik kema
spaceship,kosmik kema
Span,"davr, 2) qarich, qarichlamoq, 3) ko'prik uzunligi, bir"
Spare,"raxtradagi,2) bo'sh,3) saqlaqmoq, 4) rahmdit bo'lmoq, 5)"
Spark,"uchqun, uchqunlanmoq"
Sparkle,"porlamoq, ko'rinmoq"
Sparnrw,chumchuq
Spatial,koinotga oid
Spear,n^yza. (kopiya) rimliklar nalzasi yunonlar nayzasining
Spccialirc,ixtisoslashtirmoq
Species,"nav, tur"
Specilic,"alohida, aniq belgilangan"
Specificaiion,aniq iasviriash
Specify,"aniq belgilaumoq, ko'rsatmoq"
Specimen,"misol, namuna"
Specfacle,"spektakl, tomosha"
Spectator,tomoshabin
Spectrum,spektr (obraz)
Speculate,"olibsotarlik qilmoq, 2) o'ylamoq"
Specuiaiion,muiohaza qiiish
Speedy,"tezytr r, jadal"
Spell,"afsun,2) sehr qilmoq,3) jozibadorlik,4) har{lab talaffuz"
Sphere,"soha, 2) shar, 3) globus"
spill,to'kmoq
Spin,"o'ramoq, yiginnoq"
Spirai,spirai
Spiritual,"r'hiy, ma'naviy, 2) diniy"
spit,tuflamoq
splendid,"hashamatli, dabdabali"
split,"yorilish, 2) yorilmoq, tilinmoq"
spoil,buz-rnoe
spokesman,"maruzachi, 2) vakil"
Sponge,gubka
Sponsor,"homiy, 2) kafil"
Spoon,"qoshiq, 2) qoshiq biian oimoq"
Sport,sport
Spot,"dog', isnod, 2) dog' qilmoq, isnod keltinnoq, 3) qashqa"
Sprain,"payini cho'zib lubormoq, 2) paylarning shikastlanishi"
Spray,"+hox, novda,2) suv tomchilari {daryoda oqadigan}"
Spring,"bahor, 2) boshlanmoq, 3) boshlanish, 4) sakramoq"
Sprout,kurtalq novda
Spur,shpora( otliqlar etigidagi temir tepki)
Squai,"cho'irka tushib o'tirish,2) cho'kaiab o'iirmoq,3) pairana"
Squeeze,"siqish, 2) siqmoq, qismoq"
Squirrel,olmaxon
Stab,"zarba berish(uchli qurol bilan), 2) sanchmoq, 3) qattiq"
Stability,"chidamlilik, barqarortik"
Stable,"barqaror, doimiy, 2) otxona, 3) otlarni joylashtirmoq"
stack,"g'aram, to?p,2) g'aramramoq"
Stadium,stadion
Staff,"xodim, ishchi"
Stagger,"hayratda qoldirmoq, 2) gandiraklab yurmoq, 3)"
Stain,"dog' qoldirmoq, 2) shaniga isnod tushirmoq"
Staircase,"zina, zint xonasi"
Stake,"{ozi9, 2) stolba"
Stale,"eskirgan, aynigan, 2) dim, bo'g'iq"
Staik,"poya, gui banrii,2) tantanavor yurmoq,3) pisib bonnoq"
Siandard,"sifat darajasi,2)ba;""roq"
Standardize,standardlashtirmoq
Standing,"doimiy, doimiylik, 2) ijitmoiy mavqe"
standpoint,nuqtai nazar
Siapie,"dasta, tuiqich"
Stapler,stepler
Startle,"hayratlanirmoq, 2) cho'chimoq"
Siar-v'ation,"ochlik, ochlikdan o'lish"
Starve,ochlikdan o'lmoq
Statesman,davlat arbobi
Static,muyozanat yoki turg'un holatdagi
Shtionary,harakatsizz (yuila shinur) qora bozor yo'q
Siaiionery,yoatv quroliari
Statistics,"axborot,2) statistik ma'lumotlar"
Stat'ris,"huquqiy"" hoiai, 2)obro'-e'tiboi"
statute,"qonun, ustav"
Steady,"mustahkam, doimiy, barqaror"
steak,beshteks
steamer,"poroxod, 2) qosqon"
Steep,"singdirmoq, to'yintirmoq"
Steer,"haydamoq, boshqarmoq,2) axtatangan buzoq"
Stem,"tana, poya, 2) o'zalgkelib chiqmoq, mansub bo'lmoq"
stereo,stereo {fazoviy}
Sterling,"lunt-sterling, 2)chin, haqiqiy"
Stern,"qattiqqo'|, 2) orqa qismi va tomoni"
Siick,"tayoq, 2) hassa, 3) botirmoq, 4) yopishtirmoq, 5) qadamoq"
Sticky,"yopishqoq, 2) o'iar, qaysar"
Stiff,"qattiq, bukilmas,2) rasmiy, 3)qiyin,4) kuchli, o'tkir"
Sting,"chaqmoq,2) sanchilib kirmoq, 3)og'rimoq"
Siink,badbo'yiii! 2) sasimoq
Stipulate,shartlashmoq
Stipulation,"shart, shaft qo,yish"
Stitch,"choll 2) tikmoq, .,1) xatqa"
Stock,"natt,, mt, tur,2) fond, 3) ta'minlamoq"
Storey,qavat
Straightforward,"sodda, tushunarli, 2) rostgo'y"
Strait,"bo'g'oz(suv yo'li),2) muammos (reyd) muammolami hal"
Strand,"bir tutam soch, kokil,2) qirg'oq"
Strategic,strategik
streak,"chiziq, chiznoq, 2) faalat,3) tez harakailanmoq"
strengthen,"kuchaytirmoq, quwatlnatirmoq"
Stress,"bosim, 2) keskinlik, 3) urg'u berish, urg'u qo';moq, 4)"
Sireich,"rho'zmoq, yoyilmoq, 2) ko'paytirmoq, oshirmoq, 3)"
Stride,"katta qadam bilan yurmoq, bir hatlab o'tmoq,2) katta"
Strife,"tortishuv, kelishmovchilik (shirakayf) shirakayfodamlar"
Strike,"urmoq, hamla qilmoq, ish tashlamoq"
Striking,"ajoyrb, hayron qoldiradigan"
String,"ip, sim, ipga tiznoq"
Stroll,"sayr, sayr qilmoq, daydimoq"
Structure,"tuzilish, bino"
Stubborn,"o'jar, qayser"
Studio,studiya.' o';shash soblar
Stuff,"matrial, narsalar, mato, tiqishtirmoq, to'ldirmoq"
Stumble,"qoqilmoq, chalinmoq"
Sturdy,"mustahkam, puxta, chidamli"
Styie,"usiub, moda"
Subdue,za'bt etmoq
Subject,"lan, ega, mayzu, qaram, buysundirmoq"
Subjective,shaxsiy
submarine,"suv osti kemasi, o'simrigi"
Submit,"buysundirmoq, taqdim qilmoq"
subordinaie,"tobe, qaram qitmoq"
subscribe,"a'm bo'rmoq, obuna bo'rmoq"
subsequenfiy,kelnchatilq kelgusida; (zaps ekvatentti)
Subsidiary,"qo'shimcha, ikkinchi darajali"
Substanfiate,"isbotlamoq, tasdiqlamoq"
Substitute,"o'rinbosar, o'rnida ishlamoq, almashtirmoq"
Subiic,"Jup{s, noziir, muioyim"
Subtract,"ayirmoq, olib tashlamoq"
Suburb,shaharga qarashli joy
Succession,"izchillik, uzluksiz, meros"
Successive,"keyingi, so,nggi"
Sulfice,"yetmoq, yetarli bo'lmoq"
Sufficiemt,"yeiar-li, kifoy'a"
Suit,"kostyum, to'plamo mos kelmoq"
Suitable,"mos, loflq"
Suitcase,kichkina chamadon
Suite,"komplekt, to'plarn"
Sullen,"g'amgin, yurakni siqadigan, sekin oqadigan"
Sultry,"jazirama, jo'shqin, otashli"
Sum,"yig'indi, yig'indisini chiqarmoq, jamlamoq, xulosa"
Summary,"xulosa, qisqacba bayon"
Summon,"chaqiriq(sudga), bajarishni tatab qilmoq"
Sun'nurn,"oftobda qorayish, qorayish rangl"
sunflower,kungaboqar
Sunlight,"nur,yorug'lik (san leys) san leys chipslarini yeb"
Siinrise,quyosh chiqishi
Sunset,qo'yosh botishi
Sunshine,qo'yosh yorug'ligi
Superb,"dabdabali, serhasham"
Superior,"-oliy, eng yaxshi, boshliq, rahbar"
Supersede,"o'2gartirmoq, almashtirmoq"
Supersonic,tovushdan ham tezz (super sandiq) super
superstition,"xurofot, irim-sirim"
Supervise,"kuzatmoq, boshqarmoq"
superuisor,"nazoratchi, metodist"
Supply,"ta'minlamoq, yetkazib bermoq (displey) Samsung"
Suppose,"deb o'ylamoq, chamalamoq, ko'zlamoq (cho'p oz)"
Suppress,"to'xtatmoq, oldini olmoq, yo'qqilmoql (afiris) ruslar"
Supreme,"bosh qo'mondon, oliy, eng yuqori"
Surface,WA.- ust
Surge,"g'alayon, to'lqin (ranj) Hukumatdan ranjigan aholi g'alayon"
Surgeon,jarroh
surmise,"taxmin, faraz, shubha"
surpius,oriiqcha narsa
surrender,"taslim bo'lish, taslim bo'lmoq"
Suspect,"shubhali odam, shubhalanmoq (sasib ketdi)"
Suspend,"to'xtamoq {vaqtincha}, osmoq, ilmoq"
Suspense,"xavotir, noma'lumlik"
Suspicion,"shubha,gumon"
Suspicious,shubhali
Sustain,"tutib turmoq, tirab qo,ymoq"
Swallow,"qaldilg'och, chavnamav yutmoq"
Swamp,"botqoq, balchiqzor"
Sway,"tebranish, silkitish"
Swear,"qasam ichmoq, qasamyod qilmoq"
Sweaier,"jemfer, sviier"
Sweep,"supurgi, supurib tashlamoq"
Swell,"shishmoq, shishirmoq"
Snfft,"ildam,.l"
Swing,"tebranish, tebranmoq, silkinmoq"
Syllable,bo'g'in. bo'g'inlab talaffuz qilmoq
Symbolize,ramzi bo'lmoq
Symmetry,"...ga moslik, o'xshashlik"
Sympathize,"rahmi kelmoq, rahm qilmoq"
symphony,simtbniya
symposium,simfozium
Symptom,"alomat, tashqi betgi"
Synonym,sinonim
Synthesis,sintez
Synthetic,"sintetik, sohta, yasama"
System,"yo'|, usul, tuzum"
Systematic,"sistemali, muntazam, tatibli"
Tablet,"mayda taxta, bloknot, tabletka"
Tack,"keng qalpoqli mix, knopka, 2)taom, ovqat"
Tactics,taktika
Tag,"mahkamlamoq,2) keyingga qotdirmoq"
Tailor,"tikuvchi, tikmoq"
Talent,qobiliyat
Tally,"yorliq, ko'chirma"
Tame,"qo'lga o'rgatmoq, qo,lga o'rgatilgan (Temza) Harbiylm"
Tan,"teri, teri oshlamoq, 2) oftobda qorayish,3) jigarrang"
Tangle,"nim,ishkal, 2) janjallashmoq"
Tap,"jo'mrak, tiqinni chiqarib olmoq, 2) yengil zarba, urmoq, 3)"
Tape,"kaseta, lenta, lentaga yozib olmoq"
Tar,"qatron, qatron surtmoq"
Tariff,"tarif, tarifga kiritmoq, 2) narx qo'yish, narx qo'ymoq"
Task,"vazirh, ish, topshirmoq"
Taste,"maz , tam,2') tatimoq"
Taxation,soriq
Teapot,choynak
Tear,"ko'z yoshi, 2) yirtmoq"
Tease,jahlini chiqarmoq
Technical,texikaviy
Technician,mutaxassis
Technique,"metod, uslub"
Tedious,zerikarii (tig'iz) o'yin iruigu iig'iz payti<ia gazeia o'qib
Telescope,teleskop
Telex,teleks {telegraf xizmrati}
Temper,"fe'l-atvor, 2) kayfiyat"
I'emple,"ibodafxona, 2) chakka(yuz qismi)"
Temporary,vaqtincha
Tempt,tavakkaliga harakat qilmoq
Tenant,"ijarachi, ijaraga olmoq"
Tendency,"havas, mofllik"
Tender,"nozilg 2) yumshoq, 3) mehribon,4) rasmiy taklif, taklif"
Tense,"zamon, 2) hayajonli,3)tarang tortilgan, keskin"
Tension,keskinlik (dinshunos) Dinshunoslar o'rtasida taxlil
Teniative,"sinashga oiti, tajribaga beriigan"
